Pair_UID,X_unitNum,Y_unitNum,X_area,Y_area,XY_Dist,condition,alignedName,rhoRaw_50ms,pvalRaw_50ms,rhoRaw_150ms,pvalRaw_150ms,rhoRaw_200ms,pvalRaw_200ms,X_Y_visGrade,X_Y_visType,X_Y_moveGrade,X_Y_errGrade,X_Y_rewGrade,X_Y_poorIso,Y_visGrade,Y_visType,Y_moveGrade,Y_errGrade,Y_rewGrade,Y_poorIso,monkey,sessNum,sess,outcome,satCondition,epoch,sameAreaPair,sameChannelPair,pairCount,signifPlusRho,signifMinusRho,nonSignifRho
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateCorrect,Visual,-0.1022517,0.0556367,-0.07069604,0.1863616,-0.1264285,0.01780228,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,Correct,Accurate,Visual,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateCorrect,PostSaccade,-0.01102652,0.8369072,0.09247875,0.08360922,0.08529896,0.1106488,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,Correct,Accurate,PostSaccade,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateCorrect,PostReward,0.1994193,0.0001694835,0.1695058,0.001435288,0.1597601,0.002684489,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,Correct,Accurate,PostReward,1,0,1,1,0,0
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateErrorChoice,Baseline,0.1251389,0.2847345,0.03832591,0.7440784,-0.02878398,0.8063477,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorChoice,Accurate,Baseline,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateErrorChoice,Visual,-0.2647935,0.02168686,-0.3184639,0.005360205,-0.3418572,0.002683501,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorChoice,Accurate,Visual,1,0,1,0,1,0
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateErrorChoice,PostSaccade,0.01908475,0.8708983,-0.02493886,0.8318087,-0.02617176,0.8236247,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorChoice,Accurate,PostSaccade,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateErrorChoice,PostReward,0.3352502,0.003280188,0.2563969,0.02638974,0.2249485,0.05233874,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorChoice,Accurate,PostReward,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateErrorTiming,Baseline,0.009708763,0.8925672,-0.05445677,0.4484025,-0.06084418,0.3969086,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorTiming,Accurate,Baseline,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateErrorTiming,Visual,-0.1304999,0.06828569,-0.04510696,0.5301495,-0.1202229,0.09325957,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorTiming,Accurate,Visual,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateErrorTiming,PostSaccade,0.04569895,0.5247598,0.06822942,0.3420056,0.08041277,0.2625462,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorTiming,Accurate,PostSaccade,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,AccurateErrorTiming,PostReward,0.09953871,0.1651133,0.1087262,0.1292841,0.05861764,0.414443,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorTiming,Accurate,PostReward,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastCorrect,Baseline,0.05546871,0.2986809,0.02074463,0.6977085,0.03707284,0.4874918,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,Correct,Fast,Baseline,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastCorrect,Visual,-0.1086884,0.04126314,-0.05546568,0.2987073,-0.04635697,0.3852049,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,Correct,Fast,Visual,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastCorrect,PostSaccade,-0.127422,0.01660572,-0.1183673,0.02615822,-0.08612896,0.1062068,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,Correct,Fast,PostSaccade,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastCorrect,PostReward,0.06767973,0.2046082,0.1268263,0.01712408,0.1266753,0.01725768,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,Correct,Fast,PostReward,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastErrorChoice,Baseline,0.209126,0.03227526,0.05552781,0.5736978,0.1499756,0.1267493,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorChoice,Fast,Baseline,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastErrorChoice,Visual,-0.04116976,0.6766847,-0.04856851,0.6227108,0.005180935,0.9581673,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorChoice,Fast,Visual,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastErrorChoice,PostSaccade,0.1690401,0.08473673,0.1489576,0.1293769,0.1884781,0.05416658,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorChoice,Fast,PostSaccade,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastErrorChoice,PostReward,0.1195988,0.224282,0.07330746,0.4573686,0.04162788,0.673291,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorChoice,Fast,PostReward,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastErrorTiming,Baseline,-0.03571553,0.8015298,-0.05930271,0.676232,-0.1485927,0.2931116,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorTiming,Fast,Baseline,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastErrorTiming,Visual,-0.06719435,0.6359977,-0.1846,0.1901611,-0.1984014,0.1585471,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorTiming,Fast,Visual,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastErrorTiming,PostSaccade,0.02494937,0.8606347,-0.1112361,0.4324088,-0.04962608,0.7268078,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorTiming,Fast,PostSaccade,1,0,1,0,0,1
PAIR_0026,5,7,SEF,SEF,1.00529050527696,FastErrorTiming,PostReward,0.006894855,0.9613087,0.08940148,0.5285143,0.2992934,0.03112686,4,sustained,4,2,-3,0,0,none,0,0,-3,0,D,2,D20130820002,ErrorTiming,Fast,PostReward,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateCorrect,Baseline,0.06714739,0.2095022,0.04898593,0.3601775,0.06414053,0.2306755,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,Correct,Accurate,Baseline,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateCorrect,Visual,0.05870052,0.2727389,0.02939613,0.5830806,0.01896413,0.7232959,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,Correct,Accurate,Visual,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateCorrect,PostSaccade,0.06106915,0.2538224,0.1108836,0.03785695,0.05093485,0.3413619,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,Correct,Accurate,PostSaccade,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateCorrect,PostReward,0.1281132,0.01632612,0.2121246,6.184625e-05,0.2054834,0.0001055558,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,Correct,Accurate,PostReward,1,0,1,1,0,0
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateErrorChoice,Baseline,0.2177289,0.06058696,0.07991892,0.4955015,0.09849874,0.4004914,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorChoice,Accurate,Baseline,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateErrorChoice,Visual,-0.1485048,0.2035324,-0.1116088,0.3404335,-0.09003475,0.4423745,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorChoice,Accurate,Visual,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateErrorChoice,PostSaccade,0.2701249,0.01908786,0.2189315,0.05914415,0.1865852,0.1089687,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorChoice,Accurate,PostSaccade,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateErrorChoice,PostReward,-0.02068188,0.860199,0.04632859,0.6930712,0.04288917,0.7148421,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorChoice,Accurate,PostReward,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateErrorTiming,Baseline,0.1738518,0.01481197,0.1278495,0.0741348,0.1346157,0.05995336,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorTiming,Accurate,Baseline,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateErrorTiming,Visual,-0.01491078,0.8356763,-0.009938482,0.8900411,-0.04737847,0.509622,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorTiming,Accurate,Visual,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateErrorTiming,PostSaccade,0.1875887,0.008466976,0.1847354,0.009539145,0.1777723,0.01267471,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorTiming,Accurate,PostSaccade,1,0,1,1,0,0
PAIR_0028,5,9,SEF,SEF,1.5627619780376,AccurateErrorTiming,PostReward,0.05135194,0.4747323,0.09960693,0.1648224,0.06113368,0.3946618,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorTiming,Accurate,PostReward,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastCorrect,Baseline,0.1322575,0.01288206,0.07888436,0.1390998,0.04565308,0.3924696,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,Correct,Fast,Baseline,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastCorrect,Visual,0.07480279,0.1607966,-0.007323242,0.8909478,-0.009703845,0.8558367,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,Correct,Fast,Visual,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastCorrect,PostSaccade,0.1720519,0.001173149,0.2248209,2.010467e-05,0.1742645,0.001010052,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,Correct,Fast,PostSaccade,1,0,1,1,0,0
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastCorrect,PostReward,0.02737607,0.6082162,0.09808666,0.06565299,0.05304926,0.3202862,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,Correct,Fast,PostReward,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastErrorChoice,Baseline,-0.169867,0.08320296,0.07753958,0.4317399,0.09910404,0.3144941,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorChoice,Fast,Baseline,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastErrorChoice,Visual,-0.09043906,0.3588737,-0.2214489,0.02319073,-0.1770128,0.07085237,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorChoice,Fast,Visual,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastErrorChoice,PostSaccade,0.09571014,0.3314342,0.1165356,0.2364611,0.09044558,0.3588389,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorChoice,Fast,PostSaccade,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastErrorChoice,PostReward,-0.04813709,0.6258072,0.03327207,0.7361551,0.04027891,0.6833023,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorChoice,Fast,PostReward,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastErrorTiming,Baseline,-0.09295326,0.5121957,0.2560197,0.06695585,0.2636839,0.05891759,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorTiming,Fast,Baseline,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastErrorTiming,Visual,0.006709932,0.9623456,-0.1201251,0.3962962,-0.1754184,0.213543,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorTiming,Fast,Visual,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastErrorTiming,PostSaccade,0.04532164,0.7496974,0.1195413,0.3986121,-0.02611405,0.854198,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorTiming,Fast,PostSaccade,1,0,1,0,0,1
PAIR_0028,5,9,SEF,SEF,1.5627619780376,FastErrorTiming,PostReward,-0.02177258,0.878236,0.1215064,0.3908474,0.1201339,0.3962612,4,sustained,4,2,-3,0,2,sustained,0,2,0,0,D,2,D20130820002,ErrorTiming,Fast,PostReward,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateCorrect,Baseline,0.03552247,0.5071073,0.01311757,0.8065404,0.01269796,0.8126124,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,Correct,Accurate,Baseline,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateCorrect,Visual,0.06917734,0.1960238,0.01203115,0.8222845,0.1332238,0.01248296,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,Correct,Accurate,Visual,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateCorrect,PostSaccade,-0.01589835,0.7666101,0.07042043,0.1880886,0.1315592,0.01363648,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,Correct,Accurate,PostSaccade,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateCorrect,PostReward,-0.1149731,0.03128076,-0.04300885,0.4218199,-0.08152561,0.1273908,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,Correct,Accurate,PostReward,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateErrorChoice,Baseline,-0.051165,0.6628764,0.04171998,0.722296,-0.02510276,0.8307197,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorChoice,Accurate,Baseline,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateErrorChoice,Visual,0.04562565,0.6975013,0.08648461,0.4606464,0.1347766,0.2489661,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorChoice,Accurate,Visual,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateErrorChoice,PostSaccade,-0.1018813,0.3844291,0.02784224,0.812566,0.05177253,0.6591198,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorChoice,Accurate,PostSaccade,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateErrorChoice,PostReward,-0.1048991,0.3704296,-0.08399467,0.4737042,-0.06860487,0.5586511,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorChoice,Accurate,PostReward,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateErrorTiming,Baseline,-0.04988354,0.4874722,-0.04711027,0.512024,-0.05661333,0.4306094,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorTiming,Accurate,Baseline,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateErrorTiming,Visual,0.07288366,0.3100127,0.09812308,0.1712368,0.0741759,0.3014896,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorTiming,Accurate,Visual,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateErrorTiming,PostSaccade,-0.03420893,0.6340737,0.1180873,0.09926639,0.08511917,0.2355433,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorTiming,Accurate,PostSaccade,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,AccurateErrorTiming,PostReward,0.01074095,0.8812256,0.004886986,0.9458011,0.02366177,0.7420105,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorTiming,Accurate,PostReward,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastCorrect,Baseline,-0.09942053,0.06204943,-0.1309542,0.01380523,-0.1553862,0.003423766,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,Correct,Fast,Baseline,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastCorrect,Visual,0.1406612,0.00813103,-0.07289941,0.1717456,-0.01425456,0.7895596,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,Correct,Fast,Visual,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastCorrect,PostSaccade,0.03561956,0.5047281,0.09461629,0.07583874,0.08282536,0.120352,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,Correct,Fast,PostSaccade,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastCorrect,PostReward,0.04227095,0.4285146,0.01460861,0.7844597,0.01999605,0.7081093,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,Correct,Fast,PostReward,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastErrorChoice,Baseline,0.07368647,0.4550397,-0.008167821,0.9340943,0.02656597,0.7879227,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorChoice,Fast,Baseline,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastErrorChoice,Visual,0.1333035,0.1752068,0.06265125,0.5254782,0.03227371,0.7437938,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorChoice,Fast,Visual,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastErrorChoice,PostSaccade,-0.06204946,0.5294715,0.1052465,0.2852873,0.2130758,0.02908236,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorChoice,Fast,PostSaccade,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastErrorChoice,PostReward,0.001183827,0.9904373,0.08311088,0.3992854,0.125459,0.2022282,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorChoice,Fast,PostReward,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastErrorTiming,Baseline,-0.4410805,0.001064342,-0.180721,0.1998058,-0.1342048,0.3428548,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorTiming,Fast,Baseline,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastErrorTiming,Visual,0.06245084,0.6600661,-0.1520212,0.2819899,-0.1151541,0.4162689,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorTiming,Fast,Visual,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastErrorTiming,PostSaccade,-0.02123912,0.8811977,0.1161433,0.4122493,0.0872486,0.5385289,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorTiming,Fast,PostSaccade,1,0,1,0,0,1
PAIR_0029,5,10,SEF,SEF,1.07191230984629,FastErrorTiming,PostReward,-0.08765532,0.5366299,0.08997552,0.5258595,0.02816932,0.8428627,4,sustained,4,2,-3,0,2,phasic,0,0,0,0,D,2,D20130820002,ErrorTiming,Fast,PostReward,1,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateCorrect,Baseline,-0.01143054,0.8310195,0.03655211,0.4948666,-0.0006423395,0.9904326,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,Correct,Accurate,Baseline,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateCorrect,Visual,-0.03084174,0.5646857,-0.02480843,0.6432217,0.1074969,0.04415614,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,Correct,Accurate,Visual,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateCorrect,PostSaccade,-0.07637063,0.1533536,-0.0004641634,0.9930863,-0.01151159,0.8298395,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,Correct,Accurate,PostSaccade,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateCorrect,PostReward,-0.006813111,0.8987902,-0.05115269,0.3392984,-0.07002066,0.1906143,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,Correct,Accurate,PostReward,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateErrorChoice,Baseline,-0.0319297,0.7856649,0.04905086,0.6760131,-0.01852279,0.8746685,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorChoice,Accurate,Baseline,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateErrorChoice,Visual,0.2487913,0.0313679,0.1532654,0.1892519,0.2282954,0.04883968,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorChoice,Accurate,Visual,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateErrorChoice,PostSaccade,0.1759753,0.1309909,0.3480522,0.00221428,0.3265013,0.004251299,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorChoice,Accurate,PostSaccade,0,0,1,1,0,0
PAIR_0030,5,11,SEF,SC,NaN,AccurateErrorChoice,PostReward,0.215427,0.06342837,0.2315382,0.04563527,0.242679,0.03591992,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorChoice,Accurate,PostReward,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateErrorTiming,Baseline,0.01863158,0.7954838,0.0239013,0.7394926,0.01742314,0.8084841,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorTiming,Accurate,Baseline,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateErrorTiming,Visual,0.007663538,0.9151025,-0.05069907,0.4803741,0.00171774,0.9809367,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorTiming,Accurate,Visual,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateErrorTiming,PostSaccade,0.03662211,0.6103309,0.1019495,0.1550638,0.139824,0.050627,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorTiming,Accurate,PostSaccade,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,AccurateErrorTiming,PostReward,0.0406589,0.5715177,-0.02732565,0.7038094,0.04667714,0.5159156,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorTiming,Accurate,PostReward,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastCorrect,Baseline,-0.08063681,0.1305039,-0.02695043,0.6138059,0.001226261,0.9816841,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,Correct,Fast,Baseline,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastCorrect,Visual,0.1899424,0.0003322544,0.0737495,0.1667888,0.1990959,0.0001664375,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,Correct,Fast,Visual,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastCorrect,PostSaccade,0.170874,0.001269539,0.1652337,0.001840166,0.1309869,0.01378138,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,Correct,Fast,PostSaccade,0,0,1,1,0,0
PAIR_0030,5,11,SEF,SC,NaN,FastCorrect,PostReward,0.02828353,0.5963751,0.01673401,0.7540449,-0.0111452,0.8347113,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,Correct,Fast,PostReward,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastErrorChoice,Baseline,0.1077073,0.2741107,0.1424532,0.1471585,0.05262953,0.5938907,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorChoice,Fast,Baseline,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastErrorChoice,Visual,-0.06867812,0.4863413,-0.02738893,0.7815149,0.05065421,0.6078341,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorChoice,Fast,Visual,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastErrorChoice,PostSaccade,0.1002535,0.3088862,0.1977885,0.04312531,0.1332632,0.1753385,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorChoice,Fast,PostSaccade,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastErrorChoice,PostReward,0.2169403,0.02622184,0.1501637,0.1262683,0.1761722,0.07222347,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorChoice,Fast,PostReward,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastErrorTiming,Baseline,0.04748876,0.7381453,0.2169978,0.1222903,0.2974702,0.03221874,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorTiming,Fast,Baseline,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastErrorTiming,Visual,-0.09130735,0.519726,-0.09229545,0.5151987,-0.01051011,0.9410509,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorTiming,Fast,Visual,0,0,1,0,0,1
PAIR_0030,5,11,SEF,SC,NaN,FastErrorTiming,PostSaccade,-0.1641476,0.2449031,-0.04331538,0.7604409,0.08399839,0.5538209,4,sustained,4,2,-3,0,4,none,1,0,0,0,D,2,D20130820002,ErrorTiming,Fast,PostSaccade,0,0,1,0,0,1
